time,fed,ecb,boj,pboc,boe,snb,boc,m2_us,m2_cn,m2_eu,m2_jp,m2_gb,m2_ca,m2_ch,m2_tw,m2_br,us_debt
2014-01-01T00:00:00Z,3663.49,3151.79,2136.40,5240.79,643.76,550.90,85.83,11153.40,18277.52,12752.00,8221.69,2337.98,1192.25,980.80,1186.91,840.54,17351.97
2014-01-02T00:00:00Z,3799.01,3121.40,2129.04,5243.57,641.79,544.21,85.89,11153.40,18287.21,12629.02,8193.35,2330.81,1193.03,968.90,1184.13,827.94,17315.97
2014-01-03T00:00:00Z,3852.65,3106.59,2145.59,5238.98,638.92,543.17,86.04,11153.40,18271.22,12606.83,8257.03,2320.41,1195.22,967.04,1182.55,836.19,17308.85
2014-01-04T00:00:00Z,3852.65,3106.59,2145.59,5238.98,638.92,543.17,86.04,11153.40,18271.22,12606.83,8257.03,2320.41,1195.22,967.04,1182.55,836.19,17308.85
2014-01-05T00:00:00Z,3852.65,3106.59,2145.59,5238.98,638.92,543.17,86.04,11153.40,18271.22,12606.83,8257.03,2320.41,1195.22,967.04,1182.55,836.19,17308.85
2014-01-06T00:00:00Z,3827.26,3099.30,2143.26,5242.05,637.54,541.45,85.67,11204.10,18281.92,12577.24,8248.08,2315.38,1190.11,963.99,1178.61,833.53,17310.22
2014-01-07T00:00:00Z,3842.29,3108.18,2147.14,5242.63,638.71,540.90,85.40,11204.10,18283.92,12613.30,8263.01,2319.65,1186.24,963.00,1175.87,840.04,17315.23
2014-01-08T00:00:00Z,3873.88,3097.47,2141.25,5243.94,639.17,538.34,82.48,11204.10,18288.49,12569.84,8240.33,2321.29,1173.54,958.44,1176.26,837.02,17306.98
2014-01-09T00:00:00Z,3901.33,3101.58,2135.23,5241.00,641.52,539.71,82.10,11204.10,18278.26,12586.49,8217.18,2329.85,1168.10,960.87,1178.61,827.98,17281.16
2014-01-10T00:00:00Z,3902.55,3017.00,2135.04,5242.45,638.61,539.85,81.97,11204.10,18283.30,12563.37,8216.46,2319.25,1166.19,961.13,1180.58,829.77,17280.84
2014-01-11T00:00:00Z,3902.55,3017.00,2135.04,5242.45,638.61,539.85,81.97,11204.10,18283.30,12563.37,8216.46,2319.25,1166.19,961.13,1180.58,829.77,17280.84
2014-01-12T00:00:00Z,3902.55,3017.00,2135.04,5242.45,638.61,539.85,81.97,11204.10,18283.30,12563.37,8216.46,2319.25,1166.19,961.13,1180.58,829.77,17280.84
2014-01-13T00:00:00Z,3884.12,3031.88,2165.30,5249.08,638.90,542.51,81.71,11156.20,18306.44,12625.32,8332.90,2320.32,1162.50,965.87,1180.97,843.90,17282.53
2014-01-14T00:00:00Z,3889.26,3034.77,2163.54,5250.52,639.70,543.38,81.86,11156.20,18311.45,12637.34,8326.11,2323.23,1164.70,967.42,1179.00,840.52,17287.25
2014-01-15T00:00:00Z,3936.85,3021.22,2150.24,5247.67,637.80,540.08,80.98,11156.20,18301.52,12580.94,8304.86,2316.34,1154.93,961.54,1186.91,846.42,17286.87
2014-01-16T00:00:00Z,3931.35,3019.22,2143.53,5238.02,635.89,539.90,81.22,11156.20,18267.87,12572.62,8278.94,2309.39,1158.36,961.21,1188.89,836.60,17270.24
2014-01-17T00:00:00Z,3925.68,2985.57,2147.67,5244.48,639.86,540.17,80.87,11156.20,18290.38,12560.60,8294.94,2323.79,1153.45,961.70,1187.31,839.50,17273.68
2014-01-18T00:00:00Z,3925.68,2985.57,2147.67,5244.48,639.86,540.17,80.87,11156.20,18290.38,12560.60,8294.94,2323.79,1153.45,961.70,1187.31,839.50,17273.68
2014-01-19T00:00:00Z,3925.68,2985.57,2147.67,5244.48,639.86,540.17,80.87,11156.20,18290.38,12560.60,8294.94,2323.79,1153.45,961.70,1187.31,839.50,17273.68
2014-01-20T00:00:00Z,3925.68,2981.62,2156.23,5241.93,639.01,539.23,81.11,11126.20,18281.49,12543.95,8328.00,2320.72,1156.73,960.03,1187.31,851.37,17273.68
2014-01-21T00:00:00Z,3904.91,2972.83,2141.82,5243.65,638.90,536.77,80.65,11126.20,18287.50,12506.97,8272.36,2320.33,1150.30,955.65,1182.98,839.84,17276.13
2014-01-22T00:00:00Z,3907.48,2981.62,2148.31,5242.19,644.63,538.88,81.63,11126.20,18282.39,12543.95,8297.41,2341.12,1153.78,959.41,1182.59,839.82,17273.49
2014-01-23T00:00:00Z,3925.84,2997.66,2153.48,5243.51,645.93,543.02,80.32,11126.20,18287.00,12611.45,8317.38,2345.84,1135.34,966.77,1183.77,835.87,17261.49
2014-01-24T00:00:00Z,3938.80,3040.29,2188.96,5244.04,642.45,547.64,80.91,11126.20,18288.86,12655.84,8454.42,2333.22,1143.70,975.00,1182.59,823.39,17263.28
2014-01-25T00:00:00Z,3938.80,3040.29,2188.96,5244.04,642.45,547.64,80.91,11126.20,18288.86,12655.84,8454.42,2333.22,1143.70,975.00,1182.59,823.39,17263.28
2014-01-26T00:00:00Z,3938.80,3040.29,2188.96,5244.04,642.45,547.64,80.91,11126.20,18288.86,12655.84,8454.42,2333.22,1143.70,975.00,1182.59,823.39,17263.28
2014-01-27T00:00:00Z,3919.54,3033.85,2181.05,5246.68,644.24,545.99,81.07,11057.90,18298.06,12629.02,8423.89,2339.71,1145.89,972.06,1179.47,828.09,17266.72
2014-01-28T00:00:00Z,3913.35,3031.85,2176.21,5243.48,645.53,545.14,80.32,11057.90,18286.89,12620.70,8405.17,2344.42,1135.35,970.55,1179.47,822.85,17271.93
2014-01-29T00:00:00Z,3912.23,3022.74,2183.33,5239.59,644.18,544.52,80.31,11057.90,18273.33,12582.79,8432.70,2339.51,1134.70,969.45,1179.47,814.49,17272.51
2014-01-30T00:00:00Z,3934.86,3015.19,2184.92,5232.85,641.25,544.14,80.09,11057.90,18249.82,12551.35,8438.80,2328.85,1131.64,968.77,1179.86,817.80,17249.27
2014-01-31T00:00:00Z,3911.43,2996.58,2271.86,5463.97,640.80,550.10,79.99,11057.90,18536.32,12463.58,8472.70,2337.38,1130.15,974.81,1179.47,811.53,17293.02
2014-02-01T00:00:00Z,3911.43,2996.58,2271.86,5463.97,640.80,550.10,79.99,11057.90,18536.32,12463.58,8472.70,2337.38,1130.15,974.81,1179.47,811.53,17293.02
2014-02-02T00:00:00Z,3911.43,2996.58,2271.86,5463.97,640.80,550.10,79.99,11057.90,18536.32,12463.58,8472.70,2337.38,1130.15,974.81,1179.47,811.53,17293.02
2014-02-03T00:00:00Z,3955.96,2992.59,2273.94,5465.03,636.42,549.10,80.85,11115.10,18539.93,12446.98,8480.45,2321.41,1142.31,973.04,1178.69,819.21,17263.04
2014-02-04T00:00:00Z,3924.13,2997.24,2290.27,5462.52,634.99,550.45,80.87,11115.10,18531.39,12466.34,8541.37,2316.19,1142.56,975.43,1180.25,816.41,17280.02
2014-02-05T00:00:00Z,3931.48,3002.57,2298.86,5464.88,633.71,551.11,79.55,11115.10,18539.41,12488.47,8573.42,2311.51,1144.13,976.60,1178.31,816.44,17281.22
2014-02-06T00:00:00Z,3971.70,2991.92,2288.21,5465.69,634.09,549.07,79.54,11115.10,18542.15,12444.21,8533.68,2312.91,1143.97,972.98,1180.64,820.21,17258.48
2014-02-07T00:00:00Z,3974.04,2973.16,2270.76,5461.62,635.77,551.69,79.47,11115.10,18528.34,12517.06,8468.60,2319.03,1143.01,977.64,1180.25,825.93,17258.82
2014-02-08T00:00:00Z,3974.04,2973.16,2270.76,5461.62,635.77,551.69,79.47,11115.10,18528.34,12517.06,8468.60,2319.03,1143.01,977.64,1180.25,825.93,17258.82
2014-02-09T00:00:00Z,3974.04,2973.16,2270.76,5461.62,635.77,551.69,79.47,11115.10,18528.34,12517.06,8468.60,2319.03,1143.01,977.64,1180.25,825.93,17258.82
2014-02-10T00:00:00Z,3975.74,2987.18,2273.76,5464.66,638.61,554.43,79.65,11163.80,18538.67,12576.08,8479.81,2329.41,1145.50,982.49,1179.08,823.27,17258.79
2014-02-11T00:00:00Z,3947.51,2995.51,2268.05,5464.88,641.05,555.93,79.71,11163.80,18539.41,12611.12,8458.49,2338.29,1146.41,985.14,1180.25,819.49,17258.79
2014-02-12T00:00:00Z,3992.88,2972.95,2268.96,5462.61,643.31,551.11,80.62,11163.80,18531.70,12516.14,8461.88,2346.52,1150.20,976.61,1181.03,818.12,17258.78
2014-02-13T00:00:00Z,3975.71,2995.29,2277.32,5461.52,648.22,556.75,80.59,11163.80,18527.99,12610.20,8493.06,2364.44,1149.83,986.60,1179.08,812.17,17258.81
2014-02-14T00:00:00Z,3998.61,3001.97,2281.66,5458.63,650.65,557.83,80.94,11163.80,18518.20,12639.70,8509.27,2373.30,1154.82,988.51,1181.81,822.80,17258.80
2014-02-15T00:00:00Z,3998.61,3001.97,2281.66,5458.63,650.65,557.83,80.94,11163.80,18518.20,12639.70,8462.29,2373.30,1148.68,988.51,1191.77,822.80,17258.80
2014-02-16T00:00:00Z,3998.61,3001.97,2281.66,5458.63,650.65,557.83,80.94,11163.80,18518.20,12639.70,8462.29,2373.30,1148.68,988.51,1191.77,822.80,17258.80
2014-02-17T00:00:00Z,3998.61,3000.22,2278.37,5461.42,651.46,557.50,80.90,11212.70,18527.67,12632.33,8450.08,2376.26,1148.16,987.93,1191.77,824.45,17258.80
2014-02-18T00:00:00Z,3985.30,3007.22,2264.71,5457.62,649.45,558.80,80.86,11212.70,18514.78,12661.84,8399.42,2368.94,1147.48,990.24,1190.59,822.29,17384.65
2014-02-19T00:00:00Z,4016.18,3010.29,2278.19,5450.49,648.69,559.70,80.81,11212.70,18490.61,12674.75,8449.40,2366.18,1149.26,991.82,1190.20,819.29,17385.41
2014-02-20T00:00:00Z,4012.01,3001.75,2274.48,5443.05,649.29,558.61,79.85,11212.70,18465.34,12638.78,8435.67,2368.36,1135.59,989.89,1187.06,825.23,17409.11
2014-02-21T00:00:00Z,3996.83,2994.77,2265.10,5436.86,649.47,559.02,79.25,11212.70,18444.34,12639.70,8400.86,2369.03,1127.14,990.61,1187.84,829.37,17411.18
2014-02-22T00:00:00Z,3996.83,2994.77,2265.10,5436.86,649.47,559.02,79.25,11212.70,18444.34,12639.70,8400.86,2369.03,1127.14,990.61,1187.84,829.37,17411.18
2014-02-23T00:00:00Z,3996.83,2994.77,2265.10,5436.86,649.47,559.02,79.25,11212.70,18444.34,12639.70,8400.86,2369.03,1127.14,990.61,1187.84,829.37,17411.18
2014-02-24T00:00:00Z,3997.17,3000.89,2266.66,5431.31,648.58,559.52,79.73,11161.40,18425.53,12665.52,8406.65,2365.75,1133.96,991.50,1187.84,841.23,17413.22
2014-02-25T00:00:00Z,3999.90,3005.04,2270.44,5408.54,650.02,561.03,79.90,11161.40,18348.27,12683.04,8420.67,2371.03,1136.28,994.17,1188.63,844.18,17419.22
2014-02-26T00:00:00Z,4002.43,2998.92,2268.24,5406.96,649.77,559.65,80.39,11161.40,18342.93,12657.22,8412.50,2370.09,1134.19,991.74,1190.20,841.73,17410.83
2014-02-27T00:00:00Z,4001.63,2983.63,2278.56,5404.14,648.23,558.49,80.14,11161.40,18333.34,12592.68,8450.80,2364.47,1130.63,989.69,1190.20,838.61,17426.89
2014-02-28T00:00:00Z,3999.46,3012.72,2361.76,5289.10,652.51,559.93,80.23,11161.40,18417.35,12753.27,8458.00,2390.78,1131.94,1005.66,1190.20,855.68,17463.23
2014-03-01T00:00:00Z,3999.46,3012.72,2361.76,5289.10,652.51,559.93,80.23,11161.40,18417.35,12753.27,8458.00,2390.78,1131.94,1005.66,1190.20,855.68,17463.23
2014-03-02T00:00:00Z,3999.46,3012.72,2361.76,5289.10,652.51,559.93,80.23,11161.40,18417.35,12753.27,8458.00,2390.78,1131.94,1005.66,1190.20,855.68,17463.23
2014-03-03T00:00:00Z,4027.92,3002.91,2372.96,5290.13,652.91,559.21,80.39,11232.10,18420.93,12711.72,8498.12,2392.26,1134.08,1004.37,1189.41,852.76,17444.39
2014-03-04T00:00:00Z,4049.21,3002.91,2361.28,5291.70,651.69,557.24,80.57,11232.10,18426.38,12711.72,8456.30,2387.76,1136.61,1000.82,1190.59,853.42,17467.23
2014-03-05T00:00:00Z,4049.83,2995.06,2346.57,5303.32,652.28,555.14,79.65,11232.10,18466.86,12678.49,8403.62,2389.92,1137.67,997.06,1191.38,849.71,17467.54
2014-03-06T00:00:00Z,4056.52,2997.89,2340.31,5310.24,651.55,555.48,79.87,11232.10,18490.93,12690.49,8381.20,2387.25,1140.85,997.68,1191.77,858.52,17491.87
2014-03-07T00:00:00Z,4057.12,3018.23,2335.91,5305.93,654.55,561.46,80.21,11232.10,18475.94,12828.06,8365.42,2398.27,1145.74,1008.41,1192.16,853.60,17491.08
2014-03-08T00:00:00Z,4057.12,3018.23,2335.91,5305.93,654.55,561.46,80.21,11232.10,18475.94,12828.06,8365.42,2398.27,1145.74,1008.41,1192.16,853.60,17491.08
2014-03-09T00:00:00Z,4057.12,3018.23,2335.91,5305.93,654.55,561.46,80.21,11232.10,18475.94,12828.06,8365.42,2398.27,1145.74,1008.41,1192.16,853.60,17491.08
2014-03-10T00:00:00Z,4036.39,3015.40,2327.70,5293.32,649.78,560.89,79.32,11285.90,18432.01,12816.05,8336.03,2380.80,1132.93,1007.38,1189.41,853.67,17495.62
2014-03-11T00:00:00Z,4042.71,3008.67,2328.02,5293.42,648.49,560.42,79.29,11285.90,18432.37,12787.43,8337.18,2376.05,1132.53,1006.53,1189.41,848.23,17501.58
2014-03-12T00:00:00Z,4072.36,3016.71,2340.29,5288.65,648.43,562.65,79.13,11285.90,18415.78,12821.59,8381.13,2375.84,1130.05,1010.55,1189.02,842.81,17491.37
2014-03-13T00:00:00Z,4055.44,3028.65,2339.40,5295.82,651.35,564.84,79.63,11285.90,18440.75,12872.37,8377.92,2386.54,1137.25,1014.47,1189.02,848.87,17511.46
2014-03-14T00:00:00Z,4066.67,3009.73,2373.90,5284.97,647.71,564.16,79.48,11285.90,18402.96,12818.82,8501.47,2373.20,1135.09,1013.25,1188.23,840.99,17511.66
2014-03-15T00:00:00Z,4066.67,3009.73,2373.90,5284.97,647.71,564.16,79.48,11285.90,18402.96,12818.82,8524.54,2373.20,1135.84,1013.25,1193.65,840.99,17511.66
2014-03-16T00:00:00Z,4066.67,3009.73,2373.90,5284.97,647.71,564.16,79.48,11285.90,18402.96,12818.82,8524.54,2373.20,1135.84,1013.25,1193.65,840.99,17511.66
2014-03-17T00:00:00Z,3996.69,3014.50,2363.87,5261.92,648.66,563.66,79.61,11324.50,18322.68,12839.14,8488.55,2376.68,1137.64,1012.35,1194.83,845.64,17546.81
2014-03-18T00:00:00Z,3975.34,3013.64,2369.06,5248.92,647.27,563.12,79.78,11324.50,18277.41,12835.44,8507.16,2371.60,1140.12,1011.39,1189.73,845.25,17559.06
2014-03-19T00:00:00Z,4027.90,3016.02,2367.41,5245.21,648.95,563.34,78.40,11324.50,18264.50,12845.60,8501.23,2377.73,1127.08,1011.78,1189.34,851.98,17549.50
2014-03-20T00:00:00Z,4035.50,2983.29,2349.36,5218.18,643.64,556.17,77.74,11324.50,18170.39,12706.18,8436.43,2358.27,1117.58,998.91,1181.58,847.90,17546.93
2014-03-21T00:00:00Z,4022.84,2984.86,2348.77,5220.50,643.59,557.27,78.20,11324.50,18178.46,12722.80,8434.29,2358.10,1124.26,1000.87,1185.06,853.16,17548.21
2014-03-22T00:00:00Z,4022.84,2984.86,2348.77,5220.50,643.59,557.27,78.20,11324.50,18178.46,12722.80,8434.29,2358.10,1124.26,1000.87,1185.06,853.16,17548.21
2014-03-23T00:00:00Z,4022.84,2984.86,2348.77,5220.50,643.59,557.27,78.20,11324.50,18178.46,12722.80,8434.29,2358.10,1124.26,1000.87,1185.06,853.16,17548.21
2014-03-24T00:00:00Z,4033.02,2983.56,2348.08,5247.10,643.54,556.34,78.10,11282.20,18271.07,12717.26,8431.82,2357.92,1122.83,999.21,1184.67,857.62,17550.13
2014-03-25T00:00:00Z,4025.08,2986.81,2347.80,5240.22,644.71,556.94,78.37,11282.20,18247.12,12731.11,8430.84,2362.19,1126.60,1000.29,1186.61,857.66,17555.98
2014-03-26T00:00:00Z,4035.96,2987.24,2347.65,5234.49,645.73,556.16,79.07,11282.20,18227.18,12732.96,8430.27,2365.93,1127.86,998.88,1186.61,863.35,17544.08
2014-03-27T00:00:00Z,4044.53,2980.09,2350.35,5233.33,648.77,556.15,79.59,11282.20,18223.14,12702.49,8439.97,2377.09,1135.19,998.86,1186.61,867.59,17533.58
2014-03-28T00:00:00Z,4014.98,2961.08,2348.02,5231.94,649.21,556.23,79.99,11282.20,18218.29,12703.41,8431.60,2378.70,1140.88,999.02,1188.95,876.91,17554.28
2014-03-29T00:00:00Z,4014.98,2961.08,2348.02,5231.94,649.21,556.23,79.99,11282.20,18218.29,12703.41,8431.60,2378.70,1140.88,999.02,1188.95,876.91,17554.28
2014-03-30T00:00:00Z,4014.98,2961.08,2348.02,5231.94,649.21,556.23,79.99,11282.20,18218.29,12703.41,8431.60,2378.70,1140.88,999.02,1188.95,876.91,17554.28
2014-03-31T00:00:00Z,3842.71,2967.32,2338.79,5252.01,650.04,559.84,79.95,11329.10,18662.17,12782.80,8359.19,2404.84,1140.43,1004.26,1189.34,883.80,17601.23
2014-04-01T00:00:00Z,4011.30,2967.75,2337.32,5262.72,649.35,560.65,79.88,11329.10,18700.20,12784.65,8353.95,2402.28,1139.40,1005.73,1196.01,882.18,17578.14
2014-04-02T00:00:00Z,4023.20,2968.83,2330.00,5266.10,650.52,560.31,80.14,11329.10,18712.23,12789.29,8327.77,2406.64,1143.56,1005.10,1195.62,886.06,17585.63
2014-04-03T00:00:00Z,4078.30,2963.66,2324.48,5258.85,648.06,558.46,80.10,11329.10,18686.45,12767.04,8308.05,2397.53,1143.00,1001.79,1196.01,880.46,17554.78
2014-04-04T00:00:00Z,4078.99,2960.55,2325.33,5258.04,647.06,554.40,80.07,11329.10,18683.59,12701.21,8311.09,2393.82,1142.53,994.51,1199.18,883.87,17555.44
2014-04-05T00:00:00Z,4078.99,2960.55,2325.33,5258.04,647.06,554.40,80.07,11329.10,18683.59,12701.21,8311.09,2393.82,1142.53,994.51,1199.18,883.87,17555.44
2014-04-06T00:00:00Z,4078.99,2960.55,2325.33,5258.04,647.06,554.40,80.07,11329.10,18683.59,12701.21,8311.09,2393.82,1142.53,994.51,1199.18,883.87,17555.44
2014-04-07T00:00:00Z,4073.87,2965.52,2340.42,5257.17,647.83,556.83,80.29,11405.90,18680.50,12722.54,8365.01,2396.68,1145.66,998.88,1197.99,891.98,17559.60
2014-04-08T00:00:00Z,4075.70,2976.54,2361.62,5271.33,652.53,558.99,80.74,11405.90,18730.81,12769.82,8440.79,2414.05,1152.14,1002.75,1202.77,911.22,17567.07
2014-04-09T00:00:00Z,4100.64,2980.87,2367.90,5268.49,653.83,560.54,80.74,11405.90,18720.72,12788.36,8463.26,2418.88,1151.74,1005.53,1205.57,907.90,17556.59
2014-04-10T00:00:00Z,4118.48,2996.64,2375.88,5257.03,654.55,563.69,80.98,11405.90,18680.00,12856.04,8491.76,2421.54,1155.08,1011.18,1207.58,913.22,17539.02
2014-04-11T00:00:00Z,4127.91,3008.95,2381.97,5259.66,653.29,564.78,80.49,11405.90,18689.34,12860.67,8513.54,2416.86,1148.06,1013.12,1203.97,906.84,17538.60
2014-04-12T00:00:00Z,4127.91,3008.95,2381.97,5259.66,653.29,564.78,80.49,11405.90,18689.34,12860.67,8513.54,2416.86,1148.06,1013.12,1203.97,906.84,17538.60
2014-04-13T00:00:00Z,4127.91,3008.95,2381.97,5259.66,653.29,564.78,80.49,11405.90,18689.34,12860.67,8513.54,2416.86,1148.06,1013.12,1203.97,906.84,17538.60
2014-04-14T00:00:00Z,4114.45,2999.19,2371.21,5251.99,652.51,563.27,80.51,11430.30,18662.07,12818.95,8475.08,2413.97,1148.33,1010.42,1199.98,904.46,17541.90
2014-04-15T00:00:00Z,4047.44,2993.98,2371.30,5250.75,653.19,561.92,80.32,11430.30,18657.67,12796.70,8567.55,2416.50,1150.67,1008.00,1202.89,903.69,17576.84
2014-04-16T00:00:00Z,4077.74,3002.01,2362.04,5249.17,655.89,563.10,81.30,11430.30,18652.08,12831.01,8534.07,2426.50,1151.55,1010.12,1205.69,900.06,17571.84
2014-04-17T00:00:00Z,4130.33,3005.26,2364.26,5253.34,656.29,563.44,81.11,11430.30,18666.87,12844.91,8542.11,2427.95,1148.79,1010.72,1205.29,894.85,17512.42
2014-04-18T00:00:00Z,4117.28,3003.49,2364.26,5253.34,656.29,563.44,81.11,11430.30,18666.87,12844.91,8542.11,2427.95,1148.79,1010.72,1204.09,894.85,17516.58
2014-04-19T00:00:00Z,4117.28,3003.49,2364.26,5253.34,656.29,563.44,81.11,11430.30,18666.87,12844.91,8542.11,2427.95,1148.79,1010.72,1204.09,894.85,17516.58
2014-04-20T00:00:00Z,4117.28,3003.49,2364.26,5253.34,656.29,563.44,81.11,11430.30,18666.87,12844.91,8542.11,2427.95,1148.79,1010.72,1204.09,894.85,17516.58
2014-04-21T00:00:00Z,4042.33,3003.49,2364.26,5253.34,656.29,563.44,81.11,11369.30,18666.87,12844.91,8542.11,2427.95,1148.79,1010.72,1201.70,894.85,17521.42
2014-04-22T00:00:00Z,3973.77,2995.25,2355.78,5237.35,657.52,560.10,81.07,11369.30,18610.06,12809.68,8511.47,2432.51,1148.28,1004.73,1198.92,894.15,17528.98
2014-04-23T00:00:00Z,3998.16,2998.94,2362.52,5238.02,655.61,561.52,81.05,11369.30,18612.44,12825.44,8535.80,2425.45,1147.35,1007.28,1198.53,893.52,17525.95
2014-04-24T00:00:00Z,4077.88,2995.90,2357.29,5225.99,655.66,560.72,81.03,11369.30,18569.71,12812.46,8516.93,2425.65,1147.09,1005.85,1199.72,904.80,17437.87
2014-04-25T00:00:00Z,4061.24,3000.03,2368.87,5221.75,656.30,561.58,81.08,11369.30,18554.63,12822.66,8558.75,2428.02,1147.86,1007.40,1199.32,899.21,17436.44
2014-04-26T00:00:00Z,4061.24,3000.03,2368.87,5221.75,656.30,561.58,81.08,11369.30,18554.63,12822.66,8558.75,2428.02,1147.86,1007.40,1199.32,899.21,17436.44
2014-04-27T00:00:00Z,4061.24,3000.03,2368.87,5221.75,656.30,561.58,81.08,11369.30,18554.63,12822.66,8558.75,2428.02,1147.86,1007.40,1199.32,899.21,17436.44
2014-04-28T00:00:00Z,4034.39,3006.54,2360.62,5222.87,657.77,563.40,81.04,11245.20,18558.63,12850.48,8528.94,2433.43,1147.26,1010.66,1202.10,895.38,17440.76
2014-04-29T00:00:00Z,4025.01,2998.94,2351.67,5219.86,656.59,561.10,81.44,11245.20,18547.92,12818.03,8496.63,2429.06,1152.89,1006.54,1205.69,903.37,17447.32
2014-04-30T00:00:00Z,3939.48,3004.15,2399.90,5239.99,657.04,563.80,83.01,11245.20,18667.90,12877.03,8508.98,2435.41,1153.06,1011.10,1204.49,894.62,17508.44
2014-05-01T00:00:00Z,4016.46,3004.15,2399.90,5239.99,657.04,563.80,83.01,11245.20,18667.90,12877.03,8508.98,2435.41,1153.06,1011.10,1204.09,894.62,17474.31
2014-05-02T00:00:00Z,4025.54,3073.38,2402.15,5241.15,658.89,564.80,83.03,11245.20,18672.02,12888.18,8516.95,2442.27,1153.38,1012.89,1204.09,905.65,17468.09
2014-05-03T00:00:00Z,4025.54,3073.38,2402.15,5241.15,658.89,564.80,83.03,11245.20,18672.02,12888.18,8516.95,2442.27,1153.38,1012.89,1204.09,905.65,17468.09
2014-05-04T00:00:00Z,4025.54,3073.38,2402.15,5241.15,658.89,564.80,83.03,11245.20,18672.02,12888.18,8516.95,2442.27,1153.38,1012.89,1204.09,905.65,17468.09
2014-05-05T00:00:00Z,4004.31,3076.04,2414.77,5253.37,658.23,565.99,82.87,11299.30,18715.57,12899.34,8561.69,2439.84,1151.20,1015.02,1207.29,906.00,17473.17
2014-05-06T00:00:00Z,4005.90,3091.78,2419.43,5269.07,663.04,569.12,83.35,11299.30,18771.48,12965.35,8578.21,2457.64,1157.85,1020.63,1208.09,902.08,17484.29
2014-05-07T00:00:00Z,4012.44,3087.79,2419.89,5262.02,662.54,567.59,83.18,11299.30,18746.39,12948.62,8579.84,2455.81,1161.54,1017.89,1207.29,905.71,17484.10
2014-05-08T00:00:00Z,4037.22,3093.56,2419.80,5268.33,661.68,569.02,83.27,11299.30,18768.85,12972.79,8579.51,2452.63,1162.86,1020.46,1207.69,911.36,17472.05
2014-05-09T00:00:00Z,4044.96,2987.33,2420.83,5268.26,658.37,561.64,83.62,11299.30,18768.61,12812.87,8583.19,2440.33,1167.77,1007.22,1206.09,911.81,17472.28
2014-05-10T00:00:00Z,4044.96,2987.33,2420.83,5268.26,658.37,561.64,83.62,11299.30,18768.61,12812.87,8583.19,2440.33,1167.77,1007.22,1206.09,911.81,17472.28
2014-05-11T00:00:00Z,4044.96,2987.33,2420.83,5268.26,658.37,561.64,83.62,11299.30,18768.61,12812.87,8583.19,2440.33,1167.77,1007.22,1206.09,911.81,17472.28
2014-05-12T00:00:00Z,4037.76,2983.86,2415.09,5260.31,659.29,559.84,83.24,11300.00,18740.27,12798.00,8562.84,2443.77,1162.44,1003.99,1204.89,911.38,17472.13
2014-05-13T00:00:00Z,4028.01,2970.42,2405.24,5265.81,657.29,557.77,83.09,11300.00,18759.87,12740.35,8527.91,2436.35,1160.38,1000.29,1202.89,911.04,17477.95
2014-05-14T00:00:00Z,4090.51,2973.89,2418.40,5267.14,655.04,558.52,83.35,11300.00,18764.63,12755.23,8574.55,2428.01,1159.95,1001.62,1204.89,910.22,17466.36
2014-05-15T00:00:00Z,4112.24,2960.89,2416.13,5266.48,654.18,554.80,83.62,11300.00,18762.27,12699.44,8554.51,2424.80,1169.97,994.95,1207.33,912.99,17471.57
2014-05-16T00:00:00Z,4093.92,2992.59,2426.51,5262.87,656.27,557.08,83.55,11300.00,18749.41,12733.84,8591.26,2432.57,1169.04,999.04,1208.93,910.75,17473.13
2014-05-17T00:00:00Z,4093.92,2992.59,2426.51,5262.87,656.27,557.08,83.55,11300.00,18749.41,12733.84,8591.26,2432.57,1169.04,999.04,1208.93,910.75,17473.13
2014-05-18T00:00:00Z,4093.92,2992.59,2426.51,5262.87,656.27,557.08,83.55,11300.00,18749.41,12733.84,8591.26,2432.57,1169.04,999.04,1208.93,910.75,17473.13
2014-05-19T00:00:00Z,4089.74,2996.74,2432.67,5259.95,657.34,557.03,83.63,11292.50,18738.99,12751.51,8613.10,2436.54,1170.11,998.95,1208.53,910.76,17479.20
2014-05-20T00:00:00Z,4085.57,2993.90,2428.79,5259.57,657.20,556.73,83.45,11292.50,18737.65,12739.42,8599.36,2436.02,1167.67,998.41,1207.73,910.88,17485.06
2014-05-21T00:00:00Z,4075.71,2988.22,2436.47,5262.95,659.69,555.99,83.90,11292.50,18749.70,12715.25,8626.52,2445.22,1166.47,997.09,1207.33,911.38,17475.32
2014-05-22T00:00:00Z,4081.35,2986.47,2421.37,5261.66,658.49,555.71,83.82,11292.50,18745.11,12707.81,8573.08,2440.77,1165.24,996.59,1209.33,911.75,17488.40
2014-05-23T00:00:00Z,4111.15,2949.16,2415.34,5259.63,657.51,554.39,83.90,11292.50,18737.85,12672.48,8551.71,2437.15,1166.46,994.22,1210.54,910.08,17490.45
2014-05-24T00:00:00Z,4111.15,2949.16,2415.34,5259.63,657.51,554.39,83.90,11292.50,18737.85,12672.48,8551.71,2437.15,1166.46,994.22,1210.54,910.08,17490.45
2014-05-25T00:00:00Z,4111.15,2949.16,2415.34,5259.63,657.51,554.39,83.90,11292.50,18737.85,12672.48,8551.71,2437.15,1166.46,994.22,1210.54,910.08,17490.45
